"Column Name","Label"
"S2401_C02_013M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C02_013MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C02_013EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C02_014E","Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C02_014M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C02_014MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C02_014EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C02_015E","Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C02_015EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C02_015M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C02_015MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C02_016E","Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C02_016M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C02_016MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C02_016EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C02_017E","Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C02_017M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C02_017MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C02_017EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C02_018E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C02_018M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C02_018MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C02_018EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C02_019E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C02_019M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C02_019MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C02_019EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C02_020E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C02_020M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C02_020MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C02_020EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C02_021E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C02_021EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C02_021M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C02_021MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C02_022E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C02_022M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C02_022MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C02_022EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C02_023E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C02_023EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C02_023M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C02_023MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C02_024E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C02_024EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C02_024M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C02_024MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C02_025E","Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C02_025M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C02_025MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C02_025EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C02_026E","Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C02_026M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C02_026MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C02_026EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C02_027E","Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C02_027M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C02_027MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C02_027EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C02_028E","Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C02_028M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C02_028MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C02_028EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C02_029E","Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C02_029M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C02_029MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C02_029EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C02_030E","Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C02_030EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C02_030M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C02_030MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C02_031E","Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C02_031EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C02_031M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C02_031MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C02_032E","Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C02_032EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C02_032M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C02_032MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C02_033E","Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C02_033M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C02_033MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C02_033EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C02_034E","Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C02_034EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C02_034M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C02_034MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C02_035E","Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C02_035M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C02_035MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C02_035EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C02_036E","Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C02_036EA","Annotation of Estimate!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C02_036M","Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C02_036MA","Annotation of Margin of Error!!Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C03_001E","Estimate!!Percent Male!!Civilian employed population 16 years and over"
"S2401_C03_001M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over"
"S2401_C03_001MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over"
"S2401_C03_001EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over"
"S2401_C03_002E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C03_002M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C03_002MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C03_002EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C03_003E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C03_003M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C03_003MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C03_003EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C03_004E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C03_004EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C03_004M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C03_004MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C03_005E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C03_005EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C03_005M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C03_005MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C03_006E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C03_006M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C03_006MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C03_006EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C03_007E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C03_007M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C03_007MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C03_007EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C03_008E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C03_008M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C03_008MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C03_008EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C03_009E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C03_009M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C03_009MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C03_009EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C03_010E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C03_010EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C03_010M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C03_010MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C03_011E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C03_011EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C03_011M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C03_011MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C03_012E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C03_012M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C03_012MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C03_012EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C03_013E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C03_013EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C03_013M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C03_013MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C03_014E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C03_014M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C03_014MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C03_014EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C03_015E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C03_015M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C03_015MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C03_015EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C03_016E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C03_016M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C03_016MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C03_016EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C03_017E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C03_017EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C03_017M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C03_017MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C03_018E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C03_018M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C03_018MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C03_018EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C03_019E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C03_019EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C03_019M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C03_019MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C03_020E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C03_020EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C03_020M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C03_020MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C03_021E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C03_021M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C03_021MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C03_021EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C03_022E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C03_022M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C03_022MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C03_022EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C03_023E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C03_023M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C03_023MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C03_023EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C03_024E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C03_024M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C03_024MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
